Start,Meter,kWh
"11/17/2025 9:00:00 AM","Meter #95175892","0.15"
"11/17/2025 9:00:00 AM","Meter #95175892g","-0.19"
"11/17/2025 9:15:00 AM","Meter #95175892","0.29"
"11/17/2025 9:15:00 AM","Meter #95175892g","-0.05"
"11/17/2025 9:30:00 AM","Meter #95175892","0.26"
"11/17/2025 9:30:00 AM","Meter #95175892g","-0.04"
"11/17/2025 9:45:00 AM","Meter #95175892","0.05"
"11/17/2025 9:45:00 AM","Meter #95175892g","-0.38"
"11/17/2025 10:00:00 AM","Meter #95175892","0.09"
"11/17/2025 10:00:00 AM","Meter #95175892g","-0.12"
"11/17/2025 10:15:00 AM","Meter #95175892","0.13"
"11/17/2025 10:15:00 AM","Meter #95175892g","-0.10"
"11/17/2025 10:30:00 AM","Meter #95175892","0.09"
"11/17/2025 10:30:00 AM","Meter #95175892g","-0.15"
"11/17/2025 10:45:00 AM","Meter #95175892","0.02"
"11/17/2025 10:45:00 AM","Meter #95175892g","-0.48"
"11/17/2025 11:00:00 AM","Meter #95175892","0.00"
"11/17/2025 11:00:00 AM","Meter #95175892g","-0.16"
"11/17/2025 11:15:00 AM","Meter #95175892","0.06"
"11/17/2025 11:15:00 AM","Meter #95175892g","-0.02"
"11/17/2025 11:30:00 AM","Meter #95175892","0.06"
"11/17/2025 11:30:00 AM","Meter #95175892g","-0.06"
"11/17/2025 11:45:00 AM","Meter #95175892","0.20"
"11/17/2025 11:45:00 AM","Meter #95175892g","-0.01"
"11/17/2025 12:00:00 PM","Meter #95175892","0.14"
"11/17/2025 12:00:00 PM","Meter #95175892g","-0.01"
"11/17/2025 12:15:00 PM","Meter #95175892","0.24"
"11/17/2025 12:15:00 PM","Meter #95175892g","-0.01"
"11/17/2025 12:30:00 PM","Meter #95175892","0.40"
"11/17/2025 12:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 12:45:00 PM","Meter #95175892","0.37"
"11/17/2025 12:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 1:00:00 PM","Meter #95175892","0.37"
"11/17/2025 1:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 1:15:00 PM","Meter #95175892","0.15"
"11/17/2025 1:15:00 PM","Meter #95175892g","-0.08"
"11/17/2025 1:30:00 PM","Meter #95175892","0.03"
"11/17/2025 1:30:00 PM","Meter #95175892g","-0.24"
"11/17/2025 1:45:00 PM","Meter #95175892","0.00"
"11/17/2025 1:45:00 PM","Meter #95175892g","-0.47"
"11/17/2025 2:00:00 PM","Meter #95175892","0.00"
"11/17/2025 2:00:00 PM","Meter #95175892g","-0.33"
"11/17/2025 2:15:00 PM","Meter #95175892","0.00"
"11/17/2025 2:15:00 PM","Meter #95175892g","-0.44"
"11/17/2025 2:30:00 PM","Meter #95175892","0.00"
"11/17/2025 2:30:00 PM","Meter #95175892g","-0.42"
"11/17/2025 2:45:00 PM","Meter #95175892","0.12"
"11/17/2025 2:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 3:00:00 PM","Meter #95175892","0.37"
"11/17/2025 3:00:00 PM","Meter #95175892g","-0.01"
"11/17/2025 3:15:00 PM","Meter #95175892","0.08"
"11/17/2025 3:15:00 PM","Meter #95175892g","-0.18"
"11/17/2025 3:30:00 PM","Meter #95175892","0.09"
"11/17/2025 3:30:00 PM","Meter #95175892g","-0.08"
"11/17/2025 3:45:00 PM","Meter #95175892","0.22"
"11/17/2025 3:45:00 PM","Meter #95175892g","-0.02"
"11/17/2025 4:00:00 PM","Meter #95175892","0.48"
"11/17/2025 4:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 4:15:00 PM","Meter #95175892","0.28"
"11/17/2025 4:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 4:30:00 PM","Meter #95175892","0.84"
"11/17/2025 4:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 4:45:00 PM","Meter #95175892","0.83"
"11/17/2025 4:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 5:00:00 PM","Meter #95175892","0.83"
"11/17/2025 5:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 5:15:00 PM","Meter #95175892","0.82"
"11/17/2025 5:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 5:30:00 PM","Meter #95175892","0.88"
"11/17/2025 5:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 5:45:00 PM","Meter #95175892","0.93"
"11/17/2025 5:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 6:00:00 PM","Meter #95175892","0.91"
"11/17/2025 6:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 6:15:00 PM","Meter #95175892","0.90"
"11/17/2025 6:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 6:30:00 PM","Meter #95175892","0.89"
"11/17/2025 6:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 6:45:00 PM","Meter #95175892","0.92"
"11/17/2025 6:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 7:00:00 PM","Meter #95175892","1.28"
"11/17/2025 7:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 7:15:00 PM","Meter #95175892","1.34"
"11/17/2025 7:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 7:30:00 PM","Meter #95175892","0.52"
"11/17/2025 7:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 7:45:00 PM","Meter #95175892","0.28"
"11/17/2025 7:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 8:00:00 PM","Meter #95175892","0.27"
"11/17/2025 8:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 8:15:00 PM","Meter #95175892","0.26"
"11/17/2025 8:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 8:30:00 PM","Meter #95175892","0.70"
"11/17/2025 8:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 8:45:00 PM","Meter #95175892","1.02"
"11/17/2025 8:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 9:00:00 PM","Meter #95175892","1.02"
"11/17/2025 9:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 9:15:00 PM","Meter #95175892","1.02"
"11/17/2025 9:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 9:30:00 PM","Meter #95175892","1.01"
"11/17/2025 9:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 9:45:00 PM","Meter #95175892","1.04"
"11/17/2025 9:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 10:00:00 PM","Meter #95175892","8.03"
"11/17/2025 10:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 10:15:00 PM","Meter #95175892","7.28"
"11/17/2025 10:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 10:30:00 PM","Meter #95175892","5.13"
"11/17/2025 10:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 10:45:00 PM","Meter #95175892","4.92"
"11/17/2025 10:45:00 PM","Meter #95175892g","0.00"
"11/17/2025 11:00:00 PM","Meter #95175892","4.89"
"11/17/2025 11:00:00 PM","Meter #95175892g","0.00"
"11/17/2025 11:15:00 PM","Meter #95175892","4.90"
"11/17/2025 11:15:00 PM","Meter #95175892g","0.00"
"11/17/2025 11:30:00 PM","Meter #95175892","4.90"
"11/17/2025 11:30:00 PM","Meter #95175892g","0.00"
"11/17/2025 11:45:00 PM","Meter #95175892","4.94"
"11/17/2025 11:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 12:00:00 AM","Meter #95175892","5.12"
"11/18/2025 12:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 12:15:00 AM","Meter #95175892","5.27"
"11/18/2025 12:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 12:30:00 AM","Meter #95175892","5.07"
"11/18/2025 12:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 12:45:00 AM","Meter #95175892","4.90"
"11/18/2025 12:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 1:00:00 AM","Meter #95175892","4.89"
"11/18/2025 1:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 1:15:00 AM","Meter #95175892","4.89"
"11/18/2025 1:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 1:30:00 AM","Meter #95175892","3.57"
"11/18/2025 1:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 1:45:00 AM","Meter #95175892","1.20"
"11/18/2025 1:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 2:00:00 AM","Meter #95175892","0.86"
"11/18/2025 2:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 2:15:00 AM","Meter #95175892","0.76"
"11/18/2025 2:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 2:30:00 AM","Meter #95175892","0.77"
"11/18/2025 2:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 2:45:00 AM","Meter #95175892","2.68"
"11/18/2025 2:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 3:00:00 AM","Meter #95175892","0.18"
"11/18/2025 3:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 3:15:00 AM","Meter #95175892","0.26"
"11/18/2025 3:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 3:30:00 AM","Meter #95175892","0.50"
"11/18/2025 3:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 3:45:00 AM","Meter #95175892","0.43"
"11/18/2025 3:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 4:00:00 AM","Meter #95175892","0.71"
"11/18/2025 4:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 4:15:00 AM","Meter #95175892","0.73"
"11/18/2025 4:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 4:30:00 AM","Meter #95175892","0.72"
"11/18/2025 4:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 4:45:00 AM","Meter #95175892","0.76"
"11/18/2025 4:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 5:00:00 AM","Meter #95175892","0.76"
"11/18/2025 5:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 5:15:00 AM","Meter #95175892","1.05"
"11/18/2025 5:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 5:30:00 AM","Meter #95175892","1.38"
"11/18/2025 5:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 5:45:00 AM","Meter #95175892","2.32"
"11/18/2025 5:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 6:00:00 AM","Meter #95175892","0.18"
"11/18/2025 6:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 6:15:00 AM","Meter #95175892","0.18"
"11/18/2025 6:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 6:30:00 AM","Meter #95175892","0.62"
"11/18/2025 6:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 6:45:00 AM","Meter #95175892","0.93"
"11/18/2025 6:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 7:00:00 AM","Meter #95175892","1.08"
"11/18/2025 7:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 7:15:00 AM","Meter #95175892","0.84"
"11/18/2025 7:15:00 AM","Meter #95175892g","0.00"
"11/18/2025 7:30:00 AM","Meter #95175892","0.74"
"11/18/2025 7:30:00 AM","Meter #95175892g","0.00"
"11/18/2025 7:45:00 AM","Meter #95175892","2.49"
"11/18/2025 7:45:00 AM","Meter #95175892g","0.00"
"11/18/2025 8:00:00 AM","Meter #95175892","0.80"
"11/18/2025 8:00:00 AM","Meter #95175892g","0.00"
"11/18/2025 8:15:00 AM","Meter #95175892","0.15"
"11/18/2025 8:15:00 AM","Meter #95175892g","-0.14"
"11/18/2025 8:30:00 AM","Meter #95175892","0.00"
"11/18/2025 8:30:00 AM","Meter #95175892g","-0.59"
"11/18/2025 8:45:00 AM","Meter #95175892","0.00"
"11/18/2025 8:45:00 AM","Meter #95175892g","-0.67"
"11/18/2025 9:00:00 AM","Meter #95175892","0.00"
"11/18/2025 9:00:00 AM","Meter #95175892g","-0.54"
"11/18/2025 9:15:00 AM","Meter #95175892","0.00"
"11/18/2025 9:15:00 AM","Meter #95175892g","-0.65"
"11/18/2025 9:30:00 AM","Meter #95175892","0.00"
"11/18/2025 9:30:00 AM","Meter #95175892g","-0.68"
"11/18/2025 9:45:00 AM","Meter #95175892","0.00"
"11/18/2025 9:45:00 AM","Meter #95175892g","-0.34"
"11/18/2025 10:00:00 AM","Meter #95175892","0.00"
"11/18/2025 10:00:00 AM","Meter #95175892g","-0.15"
"11/18/2025 10:15:00 AM","Meter #95175892","0.00"
"11/18/2025 10:15:00 AM","Meter #95175892g","-0.52"
"11/18/2025 10:30:00 AM","Meter #95175892","0.00"
"11/18/2025 10:30:00 AM","Meter #95175892g","-1.01"
"11/18/2025 10:45:00 AM","Meter #95175892","0.00"
"11/18/2025 10:45:00 AM","Meter #95175892g","-0.94"
"11/18/2025 11:00:00 AM","Meter #95175892","0.01"
"11/18/2025 11:00:00 AM","Meter #95175892g","-0.61"
"11/18/2025 11:15:00 AM","Meter #95175892","0.04"
"11/18/2025 11:15:00 AM","Meter #95175892g","-0.44"
"11/18/2025 11:30:00 AM","Meter #95175892","0.00"
"11/18/2025 11:30:00 AM","Meter #95175892g","-0.47"
"11/18/2025 11:45:00 AM","Meter #95175892","0.00"
"11/18/2025 11:45:00 AM","Meter #95175892g","-0.32"
"11/18/2025 12:00:00 PM","Meter #95175892","0.12"
"11/18/2025 12:00:00 PM","Meter #95175892g","-0.02"
"11/18/2025 12:15:00 PM","Meter #95175892","0.16"
"11/18/2025 12:15:00 PM","Meter #95175892g","-0.19"
"11/18/2025 12:30:00 PM","Meter #95175892","1.62"
"11/18/2025 12:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 12:45:00 PM","Meter #95175892","1.61"
"11/18/2025 12:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 1:00:00 PM","Meter #95175892","1.49"
"11/18/2025 1:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 1:15:00 PM","Meter #95175892","1.68"
"11/18/2025 1:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 1:30:00 PM","Meter #95175892","1.74"
"11/18/2025 1:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 1:45:00 PM","Meter #95175892","1.42"
"11/18/2025 1:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 2:00:00 PM","Meter #95175892","1.76"
"11/18/2025 2:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 2:15:00 PM","Meter #95175892","1.22"
"11/18/2025 2:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 2:30:00 PM","Meter #95175892","0.28"
"11/18/2025 2:30:00 PM","Meter #95175892g","-0.02"
"11/18/2025 2:45:00 PM","Meter #95175892","0.50"
"11/18/2025 2:45:00 PM","Meter #95175892g","-0.00"
"11/18/2025 3:00:00 PM","Meter #95175892","0.43"
"11/18/2025 3:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 3:15:00 PM","Meter #95175892","0.78"
"11/18/2025 3:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 3:30:00 PM","Meter #95175892","0.90"
"11/18/2025 3:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 3:45:00 PM","Meter #95175892","0.87"
"11/18/2025 3:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 4:00:00 PM","Meter #95175892","0.44"
"11/18/2025 4:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 4:15:00 PM","Meter #95175892","0.54"
"11/18/2025 4:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 4:30:00 PM","Meter #95175892","0.23"
"11/18/2025 4:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 4:45:00 PM","Meter #95175892","0.27"
"11/18/2025 4:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 5:00:00 PM","Meter #95175892","1.12"
"11/18/2025 5:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 5:15:00 PM","Meter #95175892","0.75"
"11/18/2025 5:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 5:30:00 PM","Meter #95175892","0.76"
"11/18/2025 5:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 5:45:00 PM","Meter #95175892","1.04"
"11/18/2025 5:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 6:00:00 PM","Meter #95175892","0.93"
"11/18/2025 6:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 6:15:00 PM","Meter #95175892","0.79"
"11/18/2025 6:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 6:30:00 PM","Meter #95175892","0.76"
"11/18/2025 6:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 6:45:00 PM","Meter #95175892","1.12"
"11/18/2025 6:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 7:00:00 PM","Meter #95175892","0.59"
"11/18/2025 7:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 7:15:00 PM","Meter #95175892","0.45"
"11/18/2025 7:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 7:30:00 PM","Meter #95175892","0.68"
"11/18/2025 7:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 7:45:00 PM","Meter #95175892","1.12"
"11/18/2025 7:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 8:00:00 PM","Meter #95175892","0.66"
"11/18/2025 8:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 8:15:00 PM","Meter #95175892","0.44"
"11/18/2025 8:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 8:30:00 PM","Meter #95175892","0.78"
"11/18/2025 8:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 8:45:00 PM","Meter #95175892","0.79"
"11/18/2025 8:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 9:00:00 PM","Meter #95175892","0.90"
"11/18/2025 9:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 9:15:00 PM","Meter #95175892","1.22"
"11/18/2025 9:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 9:30:00 PM","Meter #95175892","1.34"
"11/18/2025 9:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 9:45:00 PM","Meter #95175892","1.12"
"11/18/2025 9:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 10:00:00 PM","Meter #95175892","7.87"
"11/18/2025 10:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 10:15:00 PM","Meter #95175892","7.94"
"11/18/2025 10:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 10:30:00 PM","Meter #95175892","5.62"
"11/18/2025 10:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 10:45:00 PM","Meter #95175892","5.01"
"11/18/2025 10:45:00 PM","Meter #95175892g","0.00"
"11/18/2025 11:00:00 PM","Meter #95175892","4.45"
"11/18/2025 11:00:00 PM","Meter #95175892g","0.00"
"11/18/2025 11:15:00 PM","Meter #95175892","2.37"
"11/18/2025 11:15:00 PM","Meter #95175892g","0.00"
"11/18/2025 11:30:00 PM","Meter #95175892","2.56"
"11/18/2025 11:30:00 PM","Meter #95175892g","0.00"
"11/18/2025 11:45:00 PM","Meter #95175892","1.09"
"11/18/2025 11:45:00 PM","Meter #95175892g","0.00"
"11/19/2025 12:00:00 AM","Meter #95175892","0.30"
"11/19/2025 12:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 12:15:00 AM","Meter #95175892","0.29"
"11/19/2025 12:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 12:30:00 AM","Meter #95175892","0.63"
"11/19/2025 12:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 12:45:00 AM","Meter #95175892","0.65"
"11/19/2025 12:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 1:00:00 AM","Meter #95175892","0.32"
"11/19/2025 1:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 1:15:00 AM","Meter #95175892","0.30"
"11/19/2025 1:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 1:30:00 AM","Meter #95175892","0.35"
"11/19/2025 1:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 1:45:00 AM","Meter #95175892","0.63"
"11/19/2025 1:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 2:00:00 AM","Meter #95175892","0.50"
"11/19/2025 2:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 2:15:00 AM","Meter #95175892","0.54"
"11/19/2025 2:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 2:30:00 AM","Meter #95175892","1.01"
"11/19/2025 2:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 2:45:00 AM","Meter #95175892","2.45"
"11/19/2025 2:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 3:00:00 AM","Meter #95175892","1.66"
"11/19/2025 3:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 3:15:00 AM","Meter #95175892","1.33"
"11/19/2025 3:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 3:30:00 AM","Meter #95175892","0.71"
"11/19/2025 3:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 3:45:00 AM","Meter #95175892","0.26"
"11/19/2025 3:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 4:00:00 AM","Meter #95175892","0.51"
"11/19/2025 4:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 4:15:00 AM","Meter #95175892","0.37"
"11/19/2025 4:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 4:30:00 AM","Meter #95175892","0.15"
"11/19/2025 4:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 4:45:00 AM","Meter #95175892","0.25"
"11/19/2025 4:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 5:00:00 AM","Meter #95175892","0.75"
"11/19/2025 5:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 5:15:00 AM","Meter #95175892","1.01"
"11/19/2025 5:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 5:30:00 AM","Meter #95175892","1.09"
"11/19/2025 5:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 5:45:00 AM","Meter #95175892","0.84"
"11/19/2025 5:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 6:00:00 AM","Meter #95175892","0.51"
"11/19/2025 6:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 6:15:00 AM","Meter #95175892","0.15"
"11/19/2025 6:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 6:30:00 AM","Meter #95175892","0.39"
"11/19/2025 6:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 6:45:00 AM","Meter #95175892","0.50"
"11/19/2025 6:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 7:00:00 AM","Meter #95175892","0.27"
"11/19/2025 7:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 7:15:00 AM","Meter #95175892","0.72"
"11/19/2025 7:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 7:30:00 AM","Meter #95175892","1.01"
"11/19/2025 7:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 7:45:00 AM","Meter #95175892","2.96"
"11/19/2025 7:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 8:00:00 AM","Meter #95175892","1.43"
"11/19/2025 8:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 8:15:00 AM","Meter #95175892","1.01"
"11/19/2025 8:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 8:30:00 AM","Meter #95175892","0.48"
"11/19/2025 8:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 8:45:00 AM","Meter #95175892","0.21"
"11/19/2025 8:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 9:00:00 AM","Meter #95175892","0.44"
"11/19/2025 9:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 9:15:00 AM","Meter #95175892","0.25"
"11/19/2025 9:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 9:30:00 AM","Meter #95175892","0.74"
"11/19/2025 9:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 9:45:00 AM","Meter #95175892","0.52"
"11/19/2025 9:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 10:00:00 AM","Meter #95175892","0.64"
"11/19/2025 10:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 10:15:00 AM","Meter #95175892","0.44"
"11/19/2025 10:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 10:30:00 AM","Meter #95175892","0.30"
"11/19/2025 10:30:00 AM","Meter #95175892g","-0.02"
"11/19/2025 10:45:00 AM","Meter #95175892","0.01"
"11/19/2025 10:45:00 AM","Meter #95175892g","-0.04"
"11/19/2025 11:00:00 AM","Meter #95175892","0.31"
"11/19/2025 11:00:00 AM","Meter #95175892g","0.00"
"11/19/2025 11:15:00 AM","Meter #95175892","0.32"
"11/19/2025 11:15:00 AM","Meter #95175892g","0.00"
"11/19/2025 11:30:00 AM","Meter #95175892","0.48"
"11/19/2025 11:30:00 AM","Meter #95175892g","0.00"
"11/19/2025 11:45:00 AM","Meter #95175892","0.49"
"11/19/2025 11:45:00 AM","Meter #95175892g","0.00"
"11/19/2025 12:00:00 PM","Meter #95175892","0.06"
"11/19/2025 12:00:00 PM","Meter #95175892g","-0.09"
"11/19/2025 12:15:00 PM","Meter #95175892","0.16"
"11/19/2025 12:15:00 PM","Meter #95175892g","-0.01"
"11/19/2025 12:30:00 PM","Meter #95175892","0.30"
"11/19/2025 12:30:00 PM","Meter #95175892g","-0.00"
"11/19/2025 12:45:00 PM","Meter #95175892","0.23"
"11/19/2025 12:45:00 PM","Meter #95175892g","-0.10"
"11/19/2025 1:00:00 PM","Meter #95175892","0.35"
"11/19/2025 1:00:00 PM","Meter #95175892g","0.00"
"11/19/2025 1:15:00 PM","Meter #95175892","0.62"
"11/19/2025 1:15:00 PM","Meter #95175892g","0.00"
"11/19/2025 1:30:00 PM","Meter #95175892","0.57"
"11/19/2025 1:30:00 PM","Meter #95175892g","-0.01"
"11/19/2025 1:45:00 PM","Meter #95175892","0.15"
"11/19/2025 1:45:00 PM","Meter #95175892g","-0.04"
"11/19/2025 2:00:00 PM","Meter #95175892","0.56"
"11/19/2025 2:00:00 PM","Meter #95175892g","0.00"
"11/19/2025 2:15:00 PM","Meter #95175892","0.02"
"11/19/2025 2:15:00 PM","Meter #95175892g","-0.03"
"11/19/2025 2:30:00 PM","Meter #95175892","0.02"
"11/19/2025 2:30:00 PM","Meter #95175892g","-0.00"
"11/19/2025 2:45:00 PM","Meter #95175892","0.45"
"11/19/2025 2:45:00 PM","Meter #95175892g","0.00"
"11/19/2025 3:00:00 PM","Meter #95175892","0.98"
"11/19/2025 3:00:00 PM","Meter #95175892g","0.00"
"11/19/2025 3:15:00 PM","Meter #95175892","0.82"
"11/19/2025 3:15:00 PM","Meter #95175892g","0.00"
"11/19/2025 3:30:00 PM","Meter #95175892","0.72"
"11/19/2025 3:30:00 PM","Meter #95175892g","0.00"
"11/19/2025 3:45:00 PM","Meter #95175892","1.07"
"11/19/2025 3:45:00 PM","Meter #95175892g","0.00"
"11/19/2025 4:00:00 PM","Meter #95175892","0.93"
"11/19/2025 4:00:00 PM","Meter #95175892g","0.00"
"11/19/2025 4:15:00 PM","Meter #95175892","0.71"
"11/19/2025 4:15:00 PM","Meter #95175892g","0.00"
"11/19/2025 4:30:00 PM","Meter #95175892","0.24"
"11/19/2025 4:30:00 PM","Meter #95175892g","0.00"
"11/19/2025 4:45:00 PM","Meter #95175892","0.43"
